SN,Province,District,Sector,Cellule,Village,Code_vil_1,NEP Revision July 2023,,,,,,,,,,,,,,,,,,
220,Kigali City,Nyarugenge,Muhima,Kabasengerezi,Kabasengerezi,11060204,GE,,,,,,,,,,,,,,,,,,
221,Kigali City,Nyarugenge,Muhima,Kabeza,Hirwa,11060301,Fill In,,,,,,,,,,,,,,,,,,
222,Kigali City,Nyarugenge,Muhima,Kabeza,Ikaze,11060302,GE,,,,,,,,,,,,,,,,,,
223,Kigali City,Nyarugenge,Muhima,Kabeza,Imanzi,11060303,GE,,,,,,,,,,,,,,,,,,
224,Kigali City,Nyarugenge,Muhima,Kabeza,Ingenzi,11060304,Fill In,,,,,,,,,,,,,,,,,,
225,Kigali City,Nyarugenge,Muhima,Kabeza,Ituze,11060305,GE,,,,,,,,,,,,,,,,,,
226,Kigali City,Nyarugenge,Muhima,Kabeza,Sangwa,11060306,GE,,,,,,,,,,,,,,,,,,
227,Kigali City,Nyarugenge,Muhima,Kabeza,Umwezi,11060307,GE,,,,,,,,,,,,,,,,,,
228,Kigali City,Nyarugenge,Muhima,Nyabugogo,Abeza,11060401,GE,,,,,,,,,,,,,,,,,,
229,Kigali City,Nyarugenge,Muhima,Nyabugogo,Icyerekezo,11060402,Fill In,,,,,,,,,,,,,,,,,,
230,Kigali City,Nyarugenge,Muhima,Nyabugogo,Indatwa,11060403,Fill In,,,,,,,,,,,,,,,,,,
231,Kigali City,Nyarugenge,Muhima,Nyabugogo,Rwezangoro,11060404,GE,,,,,,,,,,,,,,,,,,
232,Kigali City,Nyarugenge,Muhima,Nyabugogo,Ubucuruzi,11060405,GE,,,,,,,,,,,,,,,,,,
233,Kigali City,Nyarugenge,Muhima,Nyabugogo,Umutekano,11060406,Fill In,,,,,,,,,,,,,,,,,,
234,Kigali City,Nyarugenge,Muhima,Rugenge,Imihigo,11060501,Fill In,,,,,,,,,,,,,,,,,,
235,Kigali City,Nyarugenge,Muhima,Rugenge,Impala,11060502,Fill In,,,,,,,,,,,,,,,,,,
236,Kigali City,Nyarugenge,Muhima,Rugenge,Rugenge,11060503,GE,,,,,,,,,,,,,,,,,,
237,Kigali City,Nyarugenge,Muhima,Rugenge,Ubumanzi,11060504,Fill In,,,,,,,,,,,,,,,,,,
238,Kigali City,Nyarugenge,Muhima,Tetero,Indamutsa,11060601,GE,,,,,,,,,,,,,,,,,,
239,Kigali City,Nyarugenge,Muhima,Tetero,Ingoro,11060602,GE,,,,,,,,,,,,,,,,,,
240,Kigali City,Nyarugenge,Muhima,Tetero,Inkingi,11060603,Fill In,,,,,,,,,,,,,,,,,,
241,Kigali City,Nyarugenge,Muhima,Tetero,Intiganda,11060604,GE,,,,,,,,,,,,,,,,,,
242,Kigali City,Nyarugenge,Muhima,Tetero,Iwacu,11060605,GE,,,,,,,,,,,,,,,,,,
243,Kigali City,Nyarugenge,Muhima,Tetero,Tetero,11060606,GE,,,,,,,,,,,,,,,,,,
244,Kigali City,Nyarugenge,Muhima,Ubumwe,Isangano,11060703,Fill In,,,,,,,,,,,,,,,,,,
245,Kigali City,Nyarugenge,Nyakabanda,Munanira I,Kabusunzu,11070101,GE,,,,,,,,,,,,,,,,,,
246,Kigali City,Nyarugenge,Nyakabanda,Munanira I,Munanira,11070102,GE,,,,,,,,,,,,,,,,,,
247,Kigali City,Nyarugenge,Nyakabanda,Munanira I,Ntaraga,11070103,GE,,,,,,,,,,,,,,,,,,
248,Kigali City,Nyarugenge,Nyakabanda,Munanira I,Nyagasozi,11070104,GE,,,,,,,,,,,,,,,,,,
249,Kigali City,Nyarugenge,Nyakabanda,Munanira I,Rurembo,11070105,Fill In,,,,,,,,,,,,,,,,,,
250,Kigali City,Nyarugenge,Nyakabanda,Munanira Ii,Gasiza,11070201,GE,,,,,,,,,,,,,,,,,,
251,Kigali City,Nyarugenge,Nyakabanda,Munanira Ii,Kamwiza,11070202,GE,,,,,,,,,,,,,,,,,,
252,Kigali City,Nyarugenge,Nyakabanda,Munanira Ii,Kanyange,11070203,GE,,,,,,,,,,,,,,,,,,
253,Kigali City,Nyarugenge,Nyakabanda,Munanira Ii,Karudandi,11070204,GE,,,,,,,,,,,,,,,,,,
254,Kigali City,Nyarugenge,Nyakabanda,Munanira Ii,Kigabiro,11070205,GE,,,,,,,,,,,,,,,,,,
255,Kigali City,Nyarugenge,Nyakabanda,Munanira Ii,Kokobe,11070206,GE,,,,,,,,,,,,,,,,,,
256,Kigali City,Nyarugenge,Nyakabanda,Munanira Ii,Mucyuranyana,11070207,GE,,,,,,,,,,,,,,,,,,
257,Kigali City,Nyarugenge,Nyakabanda,Munanira Ii,Nkundumurimbo,11070208,GE,,,,,,,,,,,,,,,,,,
258,Kigali City,Nyarugenge,Nyakabanda,Nyakabanda I,Akinkware,11070301,GE,,,,,,,,,,,,,,,,,,
259,Kigali City,Nyarugenge,Nyakabanda,Nyakabanda I,Gapfupfu,11070302,GE,,,,,,,,,,,,,,,,,,
260,Kigali City,Nyarugenge,Nyakabanda,Nyakabanda I,Gasiza,11070303,GE,,,,,,,,,,,,,,,,,,
261,Kigali City,Nyarugenge,Nyakabanda,Nyakabanda I,Kariyeri,11070304,GE,,,,,,,,,,,,,,,,,,
262,Kigali City,Nyarugenge,Nyakabanda,Nyakabanda I,Kokobe,11070305,GE,,,,,,,,,,,,,,,,,,
263,Kigali City,Nyarugenge,Nyakabanda,Nyakabanda I,Munini,11070306,GE,,,,,,,,,,,,,,,,,,
264,Kigali City,Nyarugenge,Nyakabanda,Nyakabanda I,Nyakabanda,11070307,Fill In,,,,,,,,,,,,,,,,,,
265,Kigali City,Nyarugenge,Nyakabanda,Nyakabanda I,Rwagitanga,11070308,GE,,,,,,,,,,,,,,,,,,
266,Kigali City,Nyarugenge,Nyakabanda,Nyakabanda Ii,Ibuhoro,11070401,GE,,,,,,,,,,,,,,,,,,
267,Kigali City,Nyarugenge,Nyakabanda,Nyakabanda Ii,Kabeza,11070402,GE,,,,,,,,,,,,,,,,,,
268,Kigali City,Nyarugenge,Nyakabanda,Nyakabanda Ii,Kanyiranganji,11070403,GE,,,,,,,,,,,,,,,,,,
269,Kigali City,Nyarugenge,Nyakabanda,Nyakabanda Ii,Karujongi,11070404,Fill In,,,,,,,,,,,,,,,,,,
270,Kigali City,Nyarugenge,Nyakabanda,Nyakabanda Ii,Kigarama,11070405,Fill In,,,,,,,,,,,,,,,,,,
271,Kigali City,Nyarugenge,Nyakabanda,Nyakabanda Ii,Kirwa,11070406,Fill In,,,,,,,,,,,,,,,,,,
272,Kigali City,Nyarugenge,Nyamirambo,Cyivugiza,Amizero,11080101,GE,,,,,,,,,,,,,,,,,,
273,Kigali City,Nyarugenge,Nyamirambo,Cyivugiza,Gabiro,11080102,GE,,,,,,,,,,,,,,,,,,
274,Kigali City,Nyarugenge,Nyamirambo,Cyivugiza,Imanzi,11080103,GE,,,,,,,,,,,,,,,,,,
275,Kigali City,Nyarugenge,Nyamirambo,Cyivugiza,Ingenzi,11080104,GE,,,,,,,,,,,,,,,,,,
276,Kigali City,Nyarugenge,Nyamirambo,Cyivugiza,Intwari,11080105,GE,,,,,,,,,,,,,,,,,,
277,Kigali City,Nyarugenge,Nyamirambo,Cyivugiza,Karisimbi,11080106,GE,,,,,,,,,,,,,,,,,,
278,Kigali City,Nyarugenge,Nyamirambo,Cyivugiza,Mahoro,11080107,GE,,,,,,,,,,,,,,,,,,
279,Kigali City,Nyarugenge,Nyamirambo,Cyivugiza,Mpano,11080108,GE,,,,,,,,,,,,,,,,,,
280,Kigali City,Nyarugenge,Nyamirambo,Cyivugiza,Muhabura,11080109,Fill In,,,,,,,,,,,,,,,,,,
281,Kigali City,Nyarugenge,Nyamirambo,Cyivugiza,Muhoza,11080110,Fill In,,,,,,,,,,,,,,,,,,
282,Kigali City,Nyarugenge,Nyamirambo,Cyivugiza,Munini,11080111,GE,,,,,,,,,,,,,,,,,,
283,Kigali City,Nyarugenge,Nyamirambo,Cyivugiza,Rugero,11080112,GE,,,,,,,,,,,,,,,,,,
284,Kigali City,Nyarugenge,Nyamirambo,Cyivugiza,Shema,11080113,GE,,,,,,,,,,,,,,,,,,
285,Kigali City,Nyarugenge,Nyamirambo,Gasharu,Kagunga,11080201,GE,,,,,,,,,,,,,,,,,,
286,Kigali City,Nyarugenge,Nyamirambo,Gasharu,Karukoro,11080202,GE,,,,,,,,,,,,,,,,,,
287,Kigali City,Nyarugenge,Nyamirambo,Gasharu,Rwintare,11080203,GE,,,,,,,,,,,,,,,,,,
288,Kigali City,Nyarugenge,Nyamirambo,Mumena,Akanyana,11080301,Fill In,,,,,,,,,,,,,,,,,,
289,Kigali City,Nyarugenge,Nyamirambo,Mumena,Akanyirazaninka,11080302,Fill In,,,,,,,,,,,,,,,,,,
290,Kigali City,Nyarugenge,Nyamirambo,Mumena,Akarekare,11080303,GE,,,,,,,,,,,,,,,,,,
291,Kigali City,Nyarugenge,Nyamirambo,Mumena,Akatabaro,11080304,GE,,,,,,,,,,,,,,,,,,
292,Kigali City,Nyarugenge,Nyamirambo,Mumena,Irembo,11080305,GE,,,,,,,,,,,,,,,,,,
293,Kigali City,Nyarugenge,Nyamirambo,Mumena,Itaba,11080306,GE,,,,,,,,,,,,,,,,,,
294,Kigali City,Nyarugenge,Nyamirambo,Mumena,Kiberinka,11080307,GE,,,,,,,,,,,,,,,,,,
295,Kigali City,Nyarugenge,Nyamirambo,Mumena,Mumena,11080308,Fill In,,,,,,,,,,,,,,,,,,
296,Kigali City,Nyarugenge,Nyamirambo,Mumena,Rwampara,11080309,Fill In,,,,,,,,,,,,,,,,,,
297,Kigali City,Nyarugenge,Nyamirambo,Rugarama,Gatare,11080401,GE,,,,,,,,,,,,,,,,,,
298,Kigali City,Nyarugenge,Nyamirambo,Rugarama,Kiberinka,11080402,Fill In,,,,,,,,,,,,,,,,,,
299,Kigali City,Nyarugenge,Nyamirambo,Rugarama,Munanira,11080403,GE,,,,,,,,,,,,,,,,,,
300,Kigali City,Nyarugenge,Nyamirambo,Rugarama,Riba,11080404,GE,,,,,,,,,,,,,,,,,,
301,Kigali City,Nyarugenge,Nyamirambo,Rugarama,Rubona,11080405,GE,,,,,,,,,,,,,,,,,,
302,Kigali City,Nyarugenge,Nyamirambo,Rugarama,Rugarama,11080406,Fill In,,,,,,,,,,,,,,,,,,
303,Kigali City,Nyarugenge,Nyamirambo,Rugarama,Runyinya,11080407,GE,,,,,,,,,,,,,,,,,,
304,Kigali City,Nyarugenge,Nyamirambo,Rugarama,Rusisiro,11080408,GE,,,,,,,,,,,,,,,,,,
305,Kigali City,Nyarugenge,Nyamirambo,Rugarama,Tetero,11080409,GE,,,,,,,,,,,,,,,,,,
306,Kigali City,Nyarugenge,Nyarugenge,Agatare,Agatare,11090101,GE,,,,,,,,,,,,,,,,,,
307,Kigali City,Nyarugenge,Nyarugenge,Agatare,Amajyambere,11090102,Fill In,,,,,,,,,,,,,,,,,,
308,Kigali City,Nyarugenge,Nyarugenge,Agatare,Inyambo,11090103,GE,,,,,,,,,,,,,,,,,,
309,Kigali City,Nyarugenge,Nyarugenge,Agatare,Meraneza,11090104,Fill In,,,,,,,,,,,,,,,,,,
310,Kigali City,Nyarugenge,Nyarugenge,Agatare,Uburezi,11090105,GE,,,,,,,,,,,,,,,,,,
311,Kigali City,Nyarugenge,Nyarugenge,Agatare,Umucyo,11090106,GE,,,,,,,,,,,,,,,,,,
312,Kigali City,Nyarugenge,Nyarugenge,Agatare,Umurava,11090107,GE,,,,,,,,,,,,,,,,,,
313,Kigali City,Nyarugenge,Nyarugenge,Biryogo,Biryogo,11090201,GE,,,,,,,,,,,,,,,,,,
314,Kigali City,Nyarugenge,Nyarugenge,Biryogo,Gabiro,11090202,GE,,,,,,,,,,,,,,,,,,
315,Kigali City,Nyarugenge,Nyarugenge,Biryogo,Isoko,11090203,GE,,,,,,,,,,,,,,,,,,
316,Kigali City,Nyarugenge,Nyarugenge,Biryogo,Nyiranuma,11090204,Fill In,,,,,,,,,,,,,,,,,,
317,Kigali City,Nyarugenge,Nyarugenge,Biryogo,Umurimo,11090205,Fill In,,,,,,,,,,,,,,,,,,
318,Kigali City,Nyarugenge,Nyarugenge,Kiyovu,Amizero,11090301,GE,,,,,,,,,,,,,,,,,,
319,Kigali City,Nyarugenge,Nyarugenge,Kiyovu,Cercle Sportif,11090302,GE,,,,,,,,,,,,,,,,,,
320,Kigali City,Nyarugenge,Nyarugenge,Kiyovu,Ganza,11090303,Fill In,,,,,,,,,,,,,,,,,,
321,Kigali City,Nyarugenge,Nyarugenge,Kiyovu,Imena,11090304,Fill In,,,,,,,,,,,,,,,,,,
322,Kigali City,Nyarugenge,Nyarugenge,Kiyovu,Indangamirwa,11090305,Fill In,,,,,,,,,,,,,,,,,,
323,Kigali City,Nyarugenge,Nyarugenge,Kiyovu,Ingenzi,11090306,Fill In,,,,,,,,,,,,,,,,,,
324,Kigali City,Nyarugenge,Nyarugenge,Kiyovu,Inyarurembo,11090307,Fill In,,,,,,,,,,,,,,,,,,
325,Kigali City,Nyarugenge,Nyarugenge,Kiyovu,Ishema,11090308,Fill In,,,,,,,,,,,,,,,,,,
326,Kigali City,Nyarugenge,Nyarugenge,Kiyovu,Isibo,11090309,Fill In,,,,,,,,,,,,,,,,,,
327,Kigali City,Nyarugenge,Nyarugenge,Kiyovu,Muhabura,11090310,Fill In,,,,,,,,,,,,,,,,,,
328,Kigali City,Nyarugenge,Nyarugenge,Kiyovu,Rugunga,11090311,GE,,,,,,,,,,,,,,,,,,
329,Kigali City,Nyarugenge,Nyarugenge,Kiyovu,Sugira,11090312,Fill In,,,,,,,,,,,,,,,,,,
330,Kigali City,Nyarugenge,Nyarugenge,Rwampara,Amahoro,11090401,GE,,,,,,,,,,,,,,,,,,
331,Kigali City,Nyarugenge,Nyarugenge,Rwampara,Gacaca,11090402,GE,,,,,,,,,,,,,,,,,,
332,Kigali City,Nyarugenge,Nyarugenge,Rwampara,Intwari,11090403,GE,,,,,,,,,,,,,,,,,,
333,Kigali City,Nyarugenge,Nyarugenge,Rwampara,Rwampara,11090404,GE,,,,,,,,,,,,,,,,,,
334,Kigali City,Nyarugenge,Nyarugenge,Rwampara,Umucyo,11090405,GE,,,,,,,,,,,,,,,,,,
335,Kigali City,Nyarugenge,Nyarugenge,Rwampara,Umuganda,11090406,GE,,,,,,,,,,,,,,,,,,
336,Kigali City,Nyarugenge,Rwezamenyo,Kabuguru I,Muhoza,11100101,GE,,,,,,,,,,,,,,,,,,
337,Kigali City,Nyarugenge,Rwezamenyo,Kabuguru I,Muhuza,11100102,GE,,,,,,,,,,,,,,,,,,
338,Kigali City,Nyarugenge,Rwezamenyo,Kabuguru I,Mumararungu,11100103,Fill In,,,,,,,,,,,,,,,,,,
339,Kigali City,Nyarugenge,Rwezamenyo,Kabuguru I,Murambi,11100104,GE,,,,,,,,,,,,,,,,,,
340,Kigali City,Nyarugenge,Rwezamenyo,Kabuguru Ii,Buhoro,11100201,GE,,,,,,,,,,,,,,,,,,
341,Kigali City,Nyarugenge,Rwezamenyo,Kabuguru Ii,Gasabo,11100202,GE,,,,,,,,,,,,,,,,,,
342,Kigali City,Nyarugenge,Rwezamenyo,Kabuguru Ii,Mutara,11100203,Fill In,,,,,,,,,,,,,,,,,,
343,Kigali City,Nyarugenge,Rwezamenyo,Kabuguru Ii,Ubusabane,11100204,GE,,,,,,,,,,,,,,,,,,
344,Kigali City,Nyarugenge,Rwezamenyo,Rwezamenyo I,Abatarushwa,11100301,GE,,,,,,,,,,,,,,,,,,
345,Kigali City,Nyarugenge,Rwezamenyo,Rwezamenyo I,Indatwa,11100302,GE,,,,,,,,,,,,,,,,,,
346,Kigali City,Nyarugenge,Rwezamenyo,Rwezamenyo I,Inkerakubanza,11100303,Fill In,,,,,,,,,,,,,,,,,,
347,Kigali City,Nyarugenge,Rwezamenyo,Rwezamenyo I,Intwari,11100304,GE,,,,,,,,,,,,,,,,,,
348,Kigali City,Nyarugenge,Rwezamenyo,Rwezamenyo Ii,Amahoro,11100401,GE,,,,,,,,,,,,,,,,,,
349,Kigali City,Nyarugenge,Rwezamenyo,Rwezamenyo Ii,Umucyo,11100402,Fill In,,,,,,,,,,,,,,,,,,
350,Kigali City,Nyarugenge,Rwezamenyo,Rwezamenyo Ii,Urumuri,11100403,Fill In,,,,,,,,,,,,,,,,,,
351,Kigali City,Gasabo,Bumbogo,Kinyaga,Akakaza,12010101,Fill In,,,,,,,,,,,,,,,,,,
352,Kigali City,Gasabo,Bumbogo,Kinyaga,Muhozi,12010104,Fill In,,,,,,,,,,,,,,,,,,
353,Kigali City,Gasabo,Bumbogo,Kinyaga,Rubungo,12010105,GE,,,,,,,,,,,,,,,,,,
354,Kigali City,Gasabo,Bumbogo,Kinyaga,Ryakigogo,12010106,GE,,,,,,,,,,,,,,,,,,
355,Kigali City,Gasabo,Bumbogo,Kinyaga,Zindiro,12010107,Fill In,,,,,,,,,,,,,,,,,,
356,Kigali City,Gasabo,Bumbogo,Musave,Kagarama,12010201,GE,,,,,,,,,,,,,,,,,,
357,Kigali City,Gasabo,Bumbogo,Musave,Kayumba,12010202,GE,,,,,,,,,,,,,,,,,,
358,Kigali City,Gasabo,Bumbogo,Musave,Ramba,12010203,GE,,,,,,,,,,,,,,,,,,
359,Kigali City,Gasabo,Bumbogo,Musave,Rebero,12010204,GE,,,,,,,,,,,,,,,,,,
360,Kigali City,Gasabo,Bumbogo,Musave,Rugando,12010205,GE,,,,,,,,,,,,,,,,,,
361,Kigali City,Gasabo,Bumbogo,Mvuzo,Kigabiro,12010301,Fill In,,,,,,,,,,,,,,,,,,
362,Kigali City,Gasabo,Bumbogo,Mvuzo,Kiyoro,12010302,GE,,,,,,,,,,,,,,,,,,
363,Kigali City,Gasabo,Bumbogo,Mvuzo,Murarambo,12010303,Fill In,,,,,,,,,,,,,,,,,,
364,Kigali City,Gasabo,Bumbogo,Mvuzo,Nkona,12010304,GE,,,,,,,,,,,,,,,,,,
365,Kigali City,Gasabo,Bumbogo,Mvuzo,Nyakabingo,12010305,GE,,,,,,,,,,,,,,,,,,
366,Kigali City,Gasabo,Bumbogo,Mvuzo,Rukoma,12010306,GE,,,,,,,,,,,,,,,,,,
367,Kigali City,Gasabo,Bumbogo,Ngara,Birembo,12010401,GE,,,,,,,,,,,,,,,,,,
368,Kigali City,Gasabo,Bumbogo,Ngara,Gisasa,12010402,Fill In,,,,,,,,,,,,,,,,,,
369,Kigali City,Gasabo,Bumbogo,Ngara,Munini,12010403,GE,,,,,,,,,,,,,,,,,,
370,Kigali City,Gasabo,Bumbogo,Ngara,Ruhinga,12010404,GE,,,,,,,,,,,,,,,,,,
371,Kigali City,Gasabo,Bumbogo,Ngara,Uwaruraza,12010405,GE,,,,,,,,,,,,,,,,,,
372,Kigali City,Gasabo,Bumbogo,Nkuzuzu,Akabenejuru,12010501,Fill In,,,,,,,,,,,,,,,,,,
373,Kigali City,Gasabo,Bumbogo,Nkuzuzu,Akasedogo,12010502,GE,,,,,,,,,,,,,,,,,,
374,Kigali City,Gasabo,Bumbogo,Nkuzuzu,Akimpama,12010503,GE,,,,,,,,,,,,,,,,,,
375,Kigali City,Gasabo,Bumbogo,Nkuzuzu,Burima,12010504,GE,,,,,,,,,,,,,,,,,,
376,Kigali City,Gasabo,Bumbogo,Nkuzuzu,Kityazo,12010505,GE,,,,,,,,,,,,,,,,,,
377,Kigali City,Gasabo,Bumbogo,Nyabikenke,Bushya,12010601,Fill In,,,,,,,,,,,,,,,,,,
378,Kigali City,Gasabo,Bumbogo,Nyabikenke,Gikumba,12010602,Fill In,,,,,,,,,,,,,,,,,,
379,Kigali City,Gasabo,Bumbogo,Nyabikenke,Kamutamu,12010603,Fill In,,,,,,,,,,,,,,,,,,
380,Kigali City,Gasabo,Bumbogo,Nyabikenke,Karama,12010604,GE,,,,,,,,,,,,,,,,,,
381,Kigali City,Gasabo,Bumbogo,Nyabikenke,Kayenzi,12010605,Fill In,,,,,,,,,,,,,,,,,,
382,Kigali City,Gasabo,Bumbogo,Nyabikenke,Kigara,12010606,GE,,,,,,,,,,,,,,,,,,
383,Kigali City,Gasabo,Bumbogo,Nyabikenke,Kiriza,12010607,Fill In,,,,,,,,,,,,,,,,,,
384,Kigali City,Gasabo,Bumbogo,Nyabikenke,Masizi,12010608,GE,,,,,,,,,,,,,,,,,,
385,Kigali City,Gasabo,Bumbogo,Nyabikenke,Mbogo,12010609,GE,,,,,,,,,,,,,,,,,,
386,Kigali City,Gasabo,Bumbogo,Nyabikenke,Nyampamo,12010610,GE,,,,,,,,,,,,,,,,,,
387,Kigali City,Gasabo,Bumbogo,Nyagasozi,Akanyiramugarura,12010701,GE,,,,,,,,,,,,,,,,,,
388,Kigali City,Gasabo,Bumbogo,Nyagasozi,Akigabiro,12010702,GE,,,,,,,,,,,,,,,,,,
389,Kigali City,Gasabo,Bumbogo,Nyagasozi,Gishaka,12010703,Fill In,,,,,,,,,,,,,,,,,,
390,Kigali City,Gasabo,Bumbogo,Nyagasozi,Kabuye,12010704,GE,,,,,,,,,,,,,,,,,,
391,Kigali City,Gasabo,Bumbogo,Nyagasozi,Mpabwa,12010705,GE,,,,,,,,,,,,,,,,,,
392,Kigali City,Gasabo,Bumbogo,Nyagasozi,Nyagasambu,12010706,Fill In,,,,,,,,,,,,,,,,,,
393,Kigali City,Gasabo,Bumbogo,Nyagasozi,Urutarishonga,12010707,GE,,,,,,,,,,,,,,,,,,
394,Kigali City,Gasabo,Gatsata,Karuruma,Akamamana,12020101,GE,,,,,,,,,,,,,,,,,,
395,Kigali City,Gasabo,Gatsata,Karuruma,Akimihigo,12020102,GE,,,,,,,,,,,,,,,,,,
396,Kigali City,Gasabo,Gatsata,Karuruma,Bigega,12020103,GE,,,,,,,,,,,,,,,,,,
397,Kigali City,Gasabo,Gatsata,Karuruma,Busasamana,12020104,GE,,,,,,,,,,,,,,,,,,
398,Kigali City,Gasabo,Gatsata,Karuruma,Kingasire,12020105,GE,,,,,,,,,,,,,,,,,,
399,Kigali City,Gasabo,Gatsata,Karuruma,Kumuyange,12020106,Fill In,,,,,,,,,,,,,,,,,,
400,Kigali City,Gasabo,Gatsata,Karuruma,Muremera,12020107,GE,,,,,,,,,,,,,,,,,,
401,Kigali City,Gasabo,Gatsata,Karuruma,Nyagasozi,12020108,GE,,,,,,,,,,,,,,,,,,
402,Kigali City,Gasabo,Gatsata,Karuruma,Rugoro,12020109,Fill In,,,,,,,,,,,,,,,,,,
403,Kigali City,Gasabo,Gatsata,Karuruma,Rwesero,12020110,GE,,,,,,,,,,,,,,,,,,
404,Kigali City,Gasabo,Gatsata,Karuruma,Tetero,12020111,GE,,,,,,,,,,,,,,,,,,
405,Kigali City,Gasabo,Gatsata,Nyamabuye,Agakomeye,12020201,GE,,,,,,,,,,,,,,,,,,
406,Kigali City,Gasabo,Gatsata,Nyamabuye,Gashubi,12020202,GE,,,,,,,,,,,,,,,,,,
407,Kigali City,Gasabo,Gatsata,Nyamabuye,Gisiza,12020203,GE,,,,,,,,,,,,,,,,,,
408,Kigali City,Gasabo,Gatsata,Nyamabuye,Hanika,12020204,GE,,,,,,,,,,,,,,,,,,
409,Kigali City,Gasabo,Gatsata,Nyamabuye,Juru,12020205,GE,,,,,,,,,,,,,,,,,,
410,Kigali City,Gasabo,Gatsata,Nyamabuye,Kibaya,12020206,GE,,,,,,,,,,,,,,,,,,
411,Kigali City,Gasabo,Gatsata,Nyamabuye,Mpakabavu,12020207,GE,,,,,,,,,,,,,,,,,,
412,Kigali City,Gasabo,Gatsata,Nyamabuye,Musango,12020208,GE,,,,,,,,,,,,,,,,,,
413,Kigali City,Gasabo,Gatsata,Nyamabuye,Ndengo,12020209,GE,,,,,,,,,,,,,,,,,,
414,Kigali City,Gasabo,Gatsata,Nyamabuye,Nyakabande,12020210,GE,,,,,,,,,,,,,,,,,,
415,Kigali City,Gasabo,Gatsata,Nyamabuye,Nyakanunga,12020211,GE,,,,,,,,,,,,,,,,,,
416,Kigali City,Gasabo,Gatsata,Nyamabuye,Rubonobono,12020212,GE,,,,,,,,,,,,,,,,,,
417,Kigali City,Gasabo,Gatsata,Nyamabuye,Runyonza,12020213,GE,,,,,,,,,,,,,,,,,,
418,Kigali City,Gasabo,Gatsata,Nyamabuye,Rusoro,12020214,GE,,,,,,,,,,,,,,,,,,
419,Kigali City,Gasabo,Gatsata,Nyamabuye,Ruvumero,12020215,GE,,,,,,,,,,,,,,,,,,
420,Kigali City,Gasabo,Gatsata,Nyamabuye,Uwagatovu,12020216,GE,,,,,,,,,,,,,,,,,,
421,Kigali City,Gasabo,Gatsata,Nyamugari,Agataramo,12020301,GE,,,,,,,,,,,,,,,,,,
422,Kigali City,Gasabo,Gatsata,Nyamugari,Akamwunguzi,12020302,Fill In,,,,,,,,,,,,,,,,,,
423,Kigali City,Gasabo,Gatsata,Nyamugari,Akarubimbura,12020303,GE,,,,,,,,,,,,,,,,,,
424,Kigali City,Gasabo,Gatsata,Nyamugari,Akisoko,12020304,GE,,,,,,,,,,,,,,,,,,
425,Kigali City,Gasabo,Gatsata,Nyamugari,Amarembo,12020305,GE,,,,,,,,,,,,,,,,,,
426,Kigali City,Gasabo,Gatsata,Nyamugari,Amizero,12020306,GE,,,,,,,,,,,,,,,,,,
427,Kigali City,Gasabo,Gatsata,Nyamugari,Bwiza,12020307,GE,,,,,,,,,,,,,,,,,,
428,Kigali City,Gasabo,Gatsata,Nyamugari,Ihuriro,12020308,GE,,,,,,,,,,,,,,,,,,
429,Kigali City,Gasabo,Gatsata,Nyamugari,Isangano,12020309,GE,,,,,,,,,,,,,,,,,,
430,Kigali City,Gasabo,Gatsata,Nyamugari,Kanyonyomba,12020310,GE,,,,,,,,,,,,,,,,,,
431,Kigali City,Gasabo,Gatsata,Nyamugari,Nyakariba,12020311,GE,,,,,,,,,,,,,,,,,,
432,Kigali City,Gasabo,Gatsata,Nyamugari,Rwakarihejuru,12020312,GE,,,,,,,,,,,,,,,,,,
433,Kigali City,Gasabo,Gikomero,Gasagara,Bwimiyange,12030101,Fill In,,,,,,,,,,,,,,,,,,
434,Kigali City,Gasabo,Gikomero,Gasagara,Bwingeyo,12030102,GE,,,,,,,,,,,,,,,,,,
435,Kigali City,Gasabo,Gikomero,Gasagara,Gasagara,12030103,GE,,,,,,,,,,,,,,,,,,
436,Kigali City,Gasabo,Gikomero,Gasagara,Rugwiza,12030104,Fill In,,,,,,,,,,,,,,,,,,
437,Kigali City,Gasabo,Gikomero,Gicaca,Ntaganzwa,12030201,Fill In,,,,,,,,,,,,,,,,,,
438,Kigali City,Gasabo,Gikomero,Gicaca,Nyagasozi,12030202,Fill In,,,,,,,,,,,,,,,,,,
439,Kigali City,Gasabo,Gikomero,Gicaca,Nyagisozi,12030203,GE,,,,,,,,,,,,,,,,,,
440,Kigali City,Gasabo,Gikomero,Gicaca,Ruganda,12030204,Fill In,,,,,,,,,,,,,,,,,,
441,Kigali City,Gasabo,Gikomero,Kibara,Gahinga,12030301,Fill In,,,,,,,,,,,,,,,,,,
442,Kigali City,Gasabo,Gikomero,Kibara,Gasharu,12030302,Fill In,,,,,,,,,,,,,,,,,,
443,Kigali City,Gasabo,Gikomero,Kibara,Kibobo,12030303,GE,,,,,,,,,,,,,,,,,,
444,Kigali City,Gasabo,Gikomero,Kibara,Nombe,12030304,Fill In,,,,,,,,,,,,,,,,,,
445,Kigali City,Gasabo,Gikomero,Munini,Munini,12030401,GE,,,,,,,,,,,,,,,,,,
446,Kigali City,Gasabo,Gikomero,Munini,Mutokerezwa,12030402,Fill In,,,,,,,,,,,,,,,,,,
