SN,Province,District,Sector,Cellule,Village,Code_vil_1,NEP Revision July 2023,,,,,,,,,,,,,,,,,,
"11,114",East,Rwamagana,Gishali,Cyinyana,Nyakagarama,51030302,Fill In,,,,,,,,,,,,,,,,,,
"11,115",East,Rwamagana,Gishali,Cyinyana,Ururembo,51030303,Fill In,,,,,,,,,,,,,,,,,,
"11,116",East,Rwamagana,Gishali,Gati,Agatare,51030401,GE,,,,,,,,,,,,,,,,,,
"11,117",East,Rwamagana,Gishali,Gati,Nyamabuye,51030402,GE,,,,,,,,,,,,,,,,,,
"11,118",East,Rwamagana,Gishali,Gati,Umunanira,51030403,GE,,,,,,,,,,,,,,,,,,
"11,119",East,Rwamagana,Gishali,Gati,Uruhuha,51030404,Fill In,,,,,,,,,,,,,,,,,,
"11,120",East,Rwamagana,Gishali,Kavumu,Akabuga,51030501,GE,,,,,,,,,,,,,,,,,,
"11,121",East,Rwamagana,Gishali,Kavumu,Ingeyo,51030502,GE,,,,,,,,,,,,,,,,,,
"11,122",East,Rwamagana,Gishali,Kavumu,Kibonde,51030503,GE,,,,,,,,,,,,,,,,,,
"11,123",East,Rwamagana,Gishali,Kavumu,Uruyenzi,51030504,SAS 2023,,,,,,,,,,,,,,,,,,
"11,124",East,Rwamagana,Gishali,Ruhimbi,Abakina,51030601,GE,,,,,,,,,,,,,,,,,,
"11,125",East,Rwamagana,Gishali,Ruhimbi,Byimana,51030602,SAS 2023,,,,,,,,,,,,,,,,,,
"11,126",East,Rwamagana,Gishali,Ruhimbi,Cyiri,51030603,Fill In,,,,,,,,,,,,,,,,,,
"11,127",East,Rwamagana,Gishali,Ruhimbi,Rwagahaya,51030604,GE,,,,,,,,,,,,,,,,,,
"11,128",East,Rwamagana,Gishali,Ruhimbi,Umunini,51030605,GE,,,,,,,,,,,,,,,,,,
"11,129",East,Rwamagana,Gishali,Ruhunda,Mpungwe,51030701,GE,,,,,,,,,,,,,,,,,,
"11,130",East,Rwamagana,Gishali,Ruhunda,Nyagahinga,51030702,GE,,,,,,,,,,,,,,,,,,
"11,131",East,Rwamagana,Gishali,Ruhunda,Nyagakombe,51030703,Fill In,,,,,,,,,,,,,,,,,,
"11,132",East,Rwamagana,Karenge,Bicaca,Bicaca,51040101,Fill In,,,,,,,,,,,,,,,,,,
"11,133",East,Rwamagana,Karenge,Bicaca,Cyanyirampazi,51040102,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"11,134",East,Rwamagana,Karenge,Bicaca,Cyarugaju,51040103,SAS,,,,,,,,,,,,,,,,,,
"11,135",East,Rwamagana,Karenge,Bicaca,Kabeza,51040104,SAS 2023,,,,,,,,,,,,,,,,,,
"11,136",East,Rwamagana,Karenge,Bicaca,Kajevuba,51040105,GE,,,,,,,,,,,,,,,,,,
"11,137",East,Rwamagana,Karenge,Bicaca,Karuyenzi,51040106,SAS,,,,,,,,,,,,,,,,,,
"11,138",East,Rwamagana,Karenge,Bicaca,Runzenze,51040107,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"11,139",East,Rwamagana,Karenge,Byimana,Byimana,51040201,SAS 2023,,,,,,,,,,,,,,,,,,
"11,140",East,Rwamagana,Karenge,Byimana,Karambo,51040202,SAS 2023,,,,,,,,,,,,,,,,,,
"11,141",East,Rwamagana,Karenge,Byimana,Kiyaya,51040203,SAS,,,,,,,,,,,,,,,,,,
"11,142",East,Rwamagana,Karenge,Byimana,Rukori,51040204,SAS 2023,,,,,,,,,,,,,,,,,,
"11,143",East,Rwamagana,Karenge,Kabasore,Ipide,51040301,SAS,,,,,,,,,,,,,,,,,,
"11,144",East,Rwamagana,Karenge,Kabasore,Kabasore,51040302,SAS,,,,,,,,,,,,,,,,,,
"11,145",East,Rwamagana,Karenge,Kabasore,Migamba,51040303,SAS 2023,,,,,,,,,,,,,,,,,,
"11,146",East,Rwamagana,Karenge,Kabasore,Nyagatovu,51040304,GE,,,,,,,,,,,,,,,,,,
"11,147",East,Rwamagana,Karenge,Kabasore,Ruvomo,51040305,GE,,,,,,,,,,,,,,,,,,
"11,148",East,Rwamagana,Karenge,Kangamba,Byimana,51040401,SAS,,,,,,,,,,,,,,,,,,
"11,149",East,Rwamagana,Karenge,Kangamba,Kagese,51040402,SAS,,,,,,,,,,,,,,,,,,
"11,150",East,Rwamagana,Karenge,Kangamba,Kangamba,51040403,Fill In,,,,,,,,,,,,,,,,,,
"11,151",East,Rwamagana,Karenge,Kangamba,Kimarambasa,51040404,GE,,,,,,,,,,,,,,,,,,
"11,152",East,Rwamagana,Karenge,Kangamba,Nkongi,51040405,GE,,,,,,,,,,,,,,,,,,
"11,153",East,Rwamagana,Karenge,Karenge,Bwiza,51040501,SAS,,,,,,,,,,,,,,,,,,
"11,154",East,Rwamagana,Karenge,Karenge,Karenge,51040502,Fill In,,,,,,,,,,,,,,,,,,
"11,155",East,Rwamagana,Karenge,Karenge,Ntebe,51040503,SAS 2023,,,,,,,,,,,,,,,,,,
"11,156",East,Rwamagana,Karenge,Karenge,Rebero,51040504,GE,,,,,,,,,,,,,,,,,,
"11,157",East,Rwamagana,Karenge,Nyabubare,Feri,51040601,SAS 2023,,,,,,,,,,,,,,,,,,
"11,158",East,Rwamagana,Karenge,Nyabubare,Kanyangese,51040602,GE,,,,,,,,,,,,,,,,,,
"11,159",East,Rwamagana,Karenge,Nyabubare,Nyabubare,51040603,GE,,,,,,,,,,,,,,,,,,
"11,160",East,Rwamagana,Karenge,Nyabubare,Rwinka,51040604,GE,,,,,,,,,,,,,,,,,,
"11,161",East,Rwamagana,Karenge,Nyabubare,Ryamugabo,51040605,GE,,,,,,,,,,,,,,,,,,
"11,162",East,Rwamagana,Karenge,Nyamatete,Cyerwa,51040701,GE,,,,,,,,,,,,,,,,,,
"11,163",East,Rwamagana,Karenge,Nyamatete,Mutabo,51040702,SAS,,,,,,,,,,,,,,,,,,
"11,164",East,Rwamagana,Karenge,Nyamatete,Ndengo,51040703,Fill In,,,,,,,,,,,,,,,,,,
"11,165",East,Rwamagana,Karenge,Nyamatete,Nyagasenyi,51040704,Fill In,,,,,,,,,,,,,,,,,,
"11,166",East,Rwamagana,Karenge,Nyamatete,Nyakabuye,51040705,GE,,,,,,,,,,,,,,,,,,
"11,167",East,Rwamagana,Karenge,Nyamatete,Nyamatete,51040706,GE,,,,,,,,,,,,,,,,,,
"11,168",East,Rwamagana,Kigabiro,Bwiza,Gitega,51050101,SAS 2023,,,,,,,,,,,,,,,,,,
"11,169",East,Rwamagana,Kigabiro,Bwiza,Kagerero,51050102,SAS 2023,,,,,,,,,,,,,,,,,,
"11,170",East,Rwamagana,Kigabiro,Bwiza,Munini,51050103,GE,,,,,,,,,,,,,,,,,,
"11,171",East,Rwamagana,Kigabiro,Bwiza,Nyakabande,51050104,GE,,,,,,,,,,,,,,,,,,
"11,172",East,Rwamagana,Kigabiro,Bwiza,Rutaka,51050105,Fill In,,,,,,,,,,,,,,,,,,
"11,173",East,Rwamagana,Kigabiro,Bwiza,Rutonde,51050106,SAS 2023,,,,,,,,,,,,,,,,,,
"11,174",East,Rwamagana,Kigabiro,Bwiza,Rweza,51050107,GE,,,,,,,,,,,,,,,,,,
"11,175",East,Rwamagana,Kigabiro,Cyanya,Bigabiro,51050201,SAS 2023,,,,,,,,,,,,,,,,,,
"11,176",East,Rwamagana,Kigabiro,Cyanya,Biraro,51050202,GE,,,,,,,,,,,,,,,,,,
"11,177",East,Rwamagana,Kigabiro,Cyanya,Busanza,51050203,GE,,,,,,,,,,,,,,,,,,
"11,178",East,Rwamagana,Kigabiro,Cyanya,Cyahafi,51050204,GE,,,,,,,,,,,,,,,,,,
"11,179",East,Rwamagana,Kigabiro,Cyanya,Kabeza,51050205,GE,,,,,,,,,,,,,,,,,,
"11,180",East,Rwamagana,Kigabiro,Cyanya,Kabuye,51050206,SAS 2023,,,,,,,,,,,,,,,,,,
"11,181",East,Rwamagana,Kigabiro,Cyanya,Kamata,51050207,GE,,,,,,,,,,,,,,,,,,
"11,182",East,Rwamagana,Kigabiro,Cyanya,Karuhayi,51050208,GE,,,,,,,,,,,,,,,,,,
"11,183",East,Rwamagana,Kigabiro,Cyanya,Karutimbo,51050209,GE,,,,,,,,,,,,,,,,,,
"11,184",East,Rwamagana,Kigabiro,Cyanya,Rurembo,51050210,SAS 2023,,,,,,,,,,,,,,,,,,
"11,185",East,Rwamagana,Kigabiro,Nyagasenyi,Gahonogo,51050301,SAS 2023,,,,,,,,,,,,,,,,,,
"11,186",East,Rwamagana,Kigabiro,Nyagasenyi,Kavura,51050302,SAS 2023,,,,,,,,,,,,,,,,,,
"11,187",East,Rwamagana,Kigabiro,Nyagasenyi,Kayenzi,51050303,SAS 2023,,,,,,,,,,,,,,,,,,
"11,188",East,Rwamagana,Kigabiro,Nyagasenyi,Kigega,51050304,GE,,,,,,,,,,,,,,,,,,
"11,189",East,Rwamagana,Kigabiro,Nyagasenyi,Kirehe,51050305,SAS 2023,,,,,,,,,,,,,,,,,,
"11,190",East,Rwamagana,Kigabiro,Nyagasenyi,Ramba,51050306,SAS 2023,,,,,,,,,,,,,,,,,,
"11,191",East,Rwamagana,Kigabiro,Nyagasenyi,Rusave,51050307,SAS 2023,,,,,,,,,,,,,,,,,,
"11,192",East,Rwamagana,Kigabiro,Nyagasenyi,Umuganura,51050308,GE,,,,,,,,,,,,,,,,,,
"11,193",East,Rwamagana,Kigabiro,Sibagire,Bacyoro,51050401,SAS 2023,,,,,,,,,,,,,,,,,,
"11,194",East,Rwamagana,Kigabiro,Sibagire,Bugugu,51050402,SAS 2023,,,,,,,,,,,,,,,,,,
"11,195",East,Rwamagana,Kigabiro,Sibagire,Cyimpima,51050403,SAS 2023,,,,,,,,,,,,,,,,,,
"11,196",East,Rwamagana,Kigabiro,Sibagire,Gasharu,51050404,SAS 2023,,,,,,,,,,,,,,,,,,
"11,197",East,Rwamagana,Kigabiro,Sibagire,Kabuga,51050405,SAS 2023,,,,,,,,,,,,,,,,,,
"11,198",East,Rwamagana,Kigabiro,Sibagire,Kamanga,51050406,SAS 2023,,,,,,,,,,,,,,,,,,
"11,199",East,Rwamagana,Kigabiro,Sibagire,Miyange,51050407,GE,,,,,,,,,,,,,,,,,,
"11,200",East,Rwamagana,Kigabiro,Sovu,Cyaruhogo,51050501,SAS 2023,,,,,,,,,,,,,,,,,,
"11,201",East,Rwamagana,Kigabiro,Sovu,Gatare,51050502,SAS 2023,,,,,,,,,,,,,,,,,,
"11,202",East,Rwamagana,Kigabiro,Sovu,Kiruhura,51050503,SAS 2023,,,,,,,,,,,,,,,,,,
"11,203",East,Rwamagana,Kigabiro,Sovu,Nyabishunzi,51050504,SAS 2023,,,,,,,,,,,,,,,,,,
"11,204",East,Rwamagana,Kigabiro,Sovu,Rugobagoba,51050505,SAS 2023,,,,,,,,,,,,,,,,,,
"11,205",East,Rwamagana,Kigabiro,Sovu,Rushangara,51050506,SAS 2023,,,,,,,,,,,,,,,,,,
"11,206",East,Rwamagana,Muhazi,Byeza,Gatobotobo,51060101,GE,,,,,,,,,,,,,,,,,,
"11,207",East,Rwamagana,Muhazi,Byeza,Kabeza,51060102,SAS 2023,,,,,,,,,,,,,,,,,,
"11,208",East,Rwamagana,Muhazi,Byeza,Nyarukombe,51060103,GE,,,,,,,,,,,,,,,,,,
"11,209",East,Rwamagana,Muhazi,Kabare,Birembo,51060201,GE,,,,,,,,,,,,,,,,,,
"11,210",East,Rwamagana,Muhazi,Kabare,Ubwiza,51060202,GE,,,,,,,,,,,,,,,,,,
"11,211",East,Rwamagana,Muhazi,Kabare,Umunini,51060203,SAS 2023,,,,,,,,,,,,,,,,,,
"11,212",East,Rwamagana,Muhazi,Kabare,Uwimanzi,51060204,GE,,,,,,,,,,,,,,,,,,
"11,213",East,Rwamagana,Muhazi,Karambi,Gahengeri,51060301,GE,,,,,,,,,,,,,,,,,,
"11,214",East,Rwamagana,Muhazi,Karambi,Kayenzi,51060302,GE,,,,,,,,,,,,,,,,,,
"11,215",East,Rwamagana,Muhazi,Karambi,Kinunga,51060303,SAS 2023,,,,,,,,,,,,,,,,,,
"11,216",East,Rwamagana,Muhazi,Karambi,Ragwe,51060304,SAS 2023,,,,,,,,,,,,,,,,,,
"11,217",East,Rwamagana,Muhazi,Karitutu,Agatare,51060401,GE,,,,,,,,,,,,,,,,,,
"11,218",East,Rwamagana,Muhazi,Karitutu,Cyeru,51060402,GE,,,,,,,,,,,,,,,,,,
"11,219",East,Rwamagana,Muhazi,Karitutu,Karambo,51060403,GE,,,,,,,,,,,,,,,,,,
"11,220",East,Rwamagana,Muhazi,Karitutu,Kingondo,51060404,SAS 2023,,,,,,,,,,,,,,,,,,
"11,221",East,Rwamagana,Muhazi,Karitutu,Nyarugarama,51060405,GE,,,,,,,,,,,,,,,,,,
"11,222",East,Rwamagana,Muhazi,Kitazigurwa,Byimana,51060501,SAS 2023,,,,,,,,,,,,,,,,,,
"11,223",East,Rwamagana,Muhazi,Kitazigurwa,Gasharu,51060502,SAS 2023,,,,,,,,,,,,,,,,,,
"11,224",East,Rwamagana,Muhazi,Kitazigurwa,Kabirizi,51060503,SAS 2023,,,,,,,,,,,,,,,,,,
"11,225",East,Rwamagana,Muhazi,Kitazigurwa,Karwiru,51060504,SAS 2023,,,,,,,,,,,,,,,,,,
"11,226",East,Rwamagana,Muhazi,Murambi,Gasharu,51060601,SAS,,,,,,,,,,,,,,,,,,
"11,227",East,Rwamagana,Muhazi,Murambi,Kabusunzu,51060602,GE,,,,,,,,,,,,,,,,,,
"11,228",East,Rwamagana,Muhazi,Murambi,Nyendo,51060603,GE,,,,,,,,,,,,,,,,,,
"11,229",East,Rwamagana,Muhazi,Murambi,Yabaranda,51060604,SAS 2023,,,,,,,,,,,,,,,,,,
"11,230",East,Rwamagana,Muhazi,Nsinda,Akabeza,51060701,SAS 2023,,,,,,,,,,,,,,,,,,
"11,231",East,Rwamagana,Muhazi,Nsinda,Kibare,51060702,GE,,,,,,,,,,,,,,,,,,
"11,232",East,Rwamagana,Muhazi,Nsinda,Rubirizi,51060703,GE,,,,,,,,,,,,,,,,,,
"11,233",East,Rwamagana,Muhazi,Ntebe,Amagaju,51060801,SAS 2023,,,,,,,,,,,,,,,,,,
"11,234",East,Rwamagana,Muhazi,Ntebe,Urugero,51060802,GE,,,,,,,,,,,,,,,,,,
"11,235",East,Rwamagana,Muhazi,Ntebe,Urugwiro,51060803,SAS 2023,,,,,,,,,,,,,,,,,,
"11,236",East,Rwamagana,Muhazi,Nyarusange,Akagarama,51060901,SAS 2023,,,,,,,,,,,,,,,,,,
"11,237",East,Rwamagana,Muhazi,Nyarusange,Akatorero,51060902,SAS 2023,,,,,,,,,,,,,,,,,,
"11,238",East,Rwamagana,Muhazi,Nyarusange,Gahondo,51060903,SAS 2023,,,,,,,,,,,,,,,,,,
"11,239",East,Rwamagana,Muhazi,Nyarusange,Kanywiriri,51060904,GE,,,,,,,,,,,,,,,,,,
"11,240",East,Rwamagana,Muhazi,Nyarusange,Kavura,51060905,GE,,,,,,,,,,,,,,,,,,
"11,241",East,Rwamagana,Muhazi,Nyarusange,Kidogo,51060906,GE,,,,,,,,,,,,,,,,,,
"11,242",East,Rwamagana,Muhazi,Nyarusange,Mpinga,51060907,GE,,,,,,,,,,,,,,,,,,
"11,243",East,Rwamagana,Muhazi,Nyarusange,Plage,51060908,Fill In,,,,,,,,,,,,,,,,,,
"11,244",East,Rwamagana,Muhazi,Nyarusange,Umubuga,51060909,Fill In,,,,,,,,,,,,,,,,,,
"11,245",East,Rwamagana,Munyaga,Kaduha,Gishike,51070101,SAS 2023,,,,,,,,,,,,,,,,,,
"11,246",East,Rwamagana,Munyaga,Kaduha,Kababero,51070102,SAS 2023,,,,,,,,,,,,,,,,,,
"11,247",East,Rwamagana,Munyaga,Kaduha,Kabare,51070103,GE,,,,,,,,,,,,,,,,,,
"11,248",East,Rwamagana,Munyaga,Kaduha,Kamamana,51070104,SAS 2023,,,,,,,,,,,,,,,,,,
"11,249",East,Rwamagana,Munyaga,Kaduha,Kangabo,51070105,SAS 2023,,,,,,,,,,,,,,,,,,
"11,250",East,Rwamagana,Munyaga,Kaduha,Kigabiro,51070106,GE,,,,,,,,,,,,,,,,,,
"11,251",East,Rwamagana,Munyaga,Kaduha,Rwakigara,51070107,SAS 2023,,,,,,,,,,,,,,,,,,
"11,252",East,Rwamagana,Munyaga,Kaduha,Rwimbogo,51070108,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"11,253",East,Rwamagana,Munyaga,Nkungu,Kabuye,51070201,SAS 2023,,,,,,,,,,,,,,,,,,
"11,254",East,Rwamagana,Munyaga,Nkungu,Kiryango,51070202,SAS 2023,,,,,,,,,,,,,,,,,,
"11,255",East,Rwamagana,Munyaga,Nkungu,Mataba,51070203,SAS 2023,,,,,,,,,,,,,,,,,,
"11,256",East,Rwamagana,Munyaga,Nkungu,Nyagakombe,51070204,SAS 2023,,,,,,,,,,,,,,,,,,
"11,257",East,Rwamagana,Munyaga,Nkungu,Rudashya,51070205,SAS 2023,,,,,,,,,,,,,,,,,,
"11,258",East,Rwamagana,Munyaga,Nkungu,Rushangara,51070206,GE,,,,,,,,,,,,,,,,,,
"11,259",East,Rwamagana,Munyaga,Rweru,Birayi,51070301,SAS 2023,,,,,,,,,,,,,,,,,,
"11,260",East,Rwamagana,Munyaga,Rweru,Gatare,51070302,SAS 2023,,,,,,,,,,,,,,,,,,
"11,261",East,Rwamagana,Munyaga,Rweru,Kabingo,51070303,SAS 2023,,,,,,,,,,,,,,,,,,
"11,262",East,Rwamagana,Munyaga,Rweru,Kanyegera,51070304,SAS 2023,,,,,,,,,,,,,,,,,,
"11,263",East,Rwamagana,Munyaga,Rweru,Mubuga,51070305,GE,,,,,,,,,,,,,,,,,,
"11,264",East,Rwamagana,Munyaga,Zinga,Cyinganzwa,51070401,SAS 2023,,,,,,,,,,,,,,,,,,
"11,265",East,Rwamagana,Munyaga,Zinga,Kabazeyi,51070402,SAS 2023,,,,,,,,,,,,,,,,,,
"11,266",East,Rwamagana,Munyaga,Zinga,Karambo,51070403,SAS 2023,,,,,,,,,,,,,,,,,,
"11,267",East,Rwamagana,Munyaga,Zinga,Rwisange,51070404,SAS 2023,,,,,,,,,,,,,,,,,,
"11,268",East,Rwamagana,Munyiginya,Binunga,Irebero,51080101,SAS,,,,,,,,,,,,,,,,,,
"11,269",East,Rwamagana,Munyiginya,Binunga,Isangano,51080102,SAS,,,,,,,,,,,,,,,,,,
"11,270",East,Rwamagana,Munyiginya,Binunga,Kabeza,51080103,GE,,,,,,,,,,,,,,,,,,
"11,271",East,Rwamagana,Munyiginya,Binunga,Umuhumuro,51080104,GE,,,,,,,,,,,,,,,,,,
"11,272",East,Rwamagana,Munyiginya,Binunga,Urugwiza,51080105,SAS,,,,,,,,,,,,,,,,,,
"11,273",East,Rwamagana,Munyiginya,Bwana,Kabuye,51080201,GE,,,,,,,,,,,,,,,,,,
"11,274",East,Rwamagana,Munyiginya,Bwana,Kiruhura,51080202,GE,,,,,,,,,,,,,,,,,,
"11,275",East,Rwamagana,Munyiginya,Bwana,Rutembo,51080203,GE,,,,,,,,,,,,,,,,,,
"11,276",East,Rwamagana,Munyiginya,Bwana,Rwagahigi,51080204,GE,,,,,,,,,,,,,,,,,,
"11,277",East,Rwamagana,Munyiginya,Bwana,Rwamugurusu,51080205,SAS,,,,,,,,,,,,,,,,,,
"11,278",East,Rwamagana,Munyiginya,Bwana,Rweza,51080206,GE,,,,,,,,,,,,,,,,,,
"11,279",East,Rwamagana,Munyiginya,Bwana,Umurinzi,51080207,GE,,,,,,,,,,,,,,,,,,
"11,280",East,Rwamagana,Munyiginya,Cyarukamba,Kabenda,51080301,SAS,,,,,,,,,,,,,,,,,,
"11,281",East,Rwamagana,Munyiginya,Cyarukamba,Kagarama,51080302,Fill In,,,,,,,,,,,,,,,,,,
"11,282",East,Rwamagana,Munyiginya,Cyarukamba,Ndago,51080303,SAS 2023,,,,,,,,,,,,,,,,,,
"11,283",East,Rwamagana,Munyiginya,Cyarukamba,Rweza,51080304,SAS,,,,,,,,,,,,,,,,,,
"11,284",East,Rwamagana,Munyiginya,Cyimbazi,Agatare,51080401,SAS,,,,,,,,,,,,,,,,,,
"11,285",East,Rwamagana,Munyiginya,Cyimbazi,Akabuye,51080402,Fill In,,,,,,,,,,,,,,,,,,
"11,286",East,Rwamagana,Munyiginya,Cyimbazi,Ntunga,51080403,GE,,,,,,,,,,,,,,,,,,
"11,287",East,Rwamagana,Munyiginya,Cyimbazi,Nyagakombe,51080404,SAS,,,,,,,,,,,,,,,,,,
"11,288",East,Rwamagana,Munyiginya,Nkomangwa,Bakannyi,51080501,GE,,,,,,,,,,,,,,,,,,
"11,289",East,Rwamagana,Munyiginya,Nkomangwa,Kabuye,51080502,GE,,,,,,,,,,,,,,,,,,
"11,290",East,Rwamagana,Munyiginya,Nkomangwa,Karubisha,51080503,Fill In,,,,,,,,,,,,,,,,,,
"11,291",East,Rwamagana,Munyiginya,Nkomangwa,Nyagahanga,51080504,Fill In,,,,,,,,,,,,,,,,,,
"11,292",East,Rwamagana,Munyiginya,Nkomangwa,Ryamirenge,51080505,SAS 2023,,,,,,,,,,,,,,,,,,
"11,293",East,Rwamagana,Munyiginya,Nyarubuye,Babasha,51080601,SAS 2023,,,,,,,,,,,,,,,,,,
"11,294",East,Rwamagana,Munyiginya,Nyarubuye,Buyanja,51080602,GE,,,,,,,,,,,,,,,,,,
"11,295",East,Rwamagana,Munyiginya,Nyarubuye,Kabeza,51080603,GE,,,,,,,,,,,,,,,,,,
"11,296",East,Rwamagana,Munyiginya,Nyarubuye,Kimara,51080604,SAS 2023,,,,,,,,,,,,,,,,,,
"11,297",East,Rwamagana,Munyiginya,Nyarubuye,Kiyovu,51080605,SAS 2023,,,,,,,,,,,,,,,,,,
"11,298",East,Rwamagana,Munyiginya,Nyarubuye,Mazinga,51080606,GE,,,,,,,,,,,,,,,,,,
"11,299",East,Rwamagana,Munyiginya,Nyarubuye,Nkindi,51080607,Fill In,,,,,,,,,,,,,,,,,,
"11,300",East,Rwamagana,Musha,Akabare,Akabare,51090101,SAS 2023,,,,,,,,,,,,,,,,,,
"11,301",East,Rwamagana,Musha,Akabare,Binunga,51090102,SAS,,,,,,,,,,,,,,,,,,
"11,302",East,Rwamagana,Musha,Akabare,Budahigwa,51090103,SAS 2023,,,,,,,,,,,,,,,,,,
"11,303",East,Rwamagana,Musha,Akabare,Duha,51090104,GE,,,,,,,,,,,,,,,,,,
"11,304",East,Rwamagana,Musha,Akabare,Gashikiri,51090105,SAS 2023,,,,,,,,,,,,,,,,,,
"11,305",East,Rwamagana,Musha,Akabare,Rugabano,51090106,GE,,,,,,,,,,,,,,,,,,
"11,306",East,Rwamagana,Musha,Akabare,Rukombe,51090107,GE,,,,,,,,,,,,,,,,,,
"11,307",East,Rwamagana,Musha,Budahanda,Karambo,51090201,GE,,,,,,,,,,,,,,,,,,
"11,308",East,Rwamagana,Musha,Budahanda,Nyantoki,51090202,Fill In,,,,,,,,,,,,,,,,,,
"11,309",East,Rwamagana,Musha,Budahanda,Rwabiyange,51090203,SAS 2023,,,,,,,,,,,,,,,,,,
"11,310",East,Rwamagana,Musha,Kagarama,Kagarama,51090301,SAS 2023,,,,,,,,,,,,,,,,,,
"11,311",East,Rwamagana,Musha,Kagarama,Kiruhura,51090302,SAS 2023,,,,,,,,,,,,,,,,,,
"11,312",East,Rwamagana,Musha,Kagarama,Muhogoto,51090303,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"11,313",East,Rwamagana,Musha,Kagarama,Nyagacyamo,51090304,Fill In,,,,,,,,,,,,,,,,,,
"11,314",East,Rwamagana,Musha,Kagarama,Nyamigano,51090305,SAS 2023,,,,,,,,,,,,,,,,,,
"11,315",East,Rwamagana,Musha,Musha,Gatika,51090401,SAS 2023,,,,,,,,,,,,,,,,,,
"11,316",East,Rwamagana,Musha,Musha,Kadasumbwa,51090402,SAS 2023,,,,,,,,,,,,,,,,,,
"11,317",East,Rwamagana,Musha,Musha,Karifuru,51090403,SAS 2023,,,,,,,,,,,,,,,,,,
"11,318",East,Rwamagana,Musha,Musha,Nyakiriba,51090404,SAS 2023,,,,,,,,,,,,,,,,,,
"11,319",East,Rwamagana,Musha,Musha,Rugarama,51090405,SAS,,,,,,,,,,,,,,,,,,
"11,320",East,Rwamagana,Musha,Nyabisindu,Agashuhe,51090501,SAS 2023,,,,,,,,,,,,,,,,,,
"11,321",East,Rwamagana,Musha,Nyabisindu,Busanza,51090502,SAS 2023,,,,,,,,,,,,,,,,,,
"11,322",East,Rwamagana,Musha,Nyabisindu,Bwiza,51090503,SAS 2023,,,,,,,,,,,,,,,,,,
"11,323",East,Rwamagana,Musha,Nyabisindu,Nyabisindu,51090504,GE,,,,,,,,,,,,,,,,,,
"11,324",East,Rwamagana,Musha,Nyabisindu,Rujumbura,51090505,Fill In,,,,,,,,,,,,,,,,,,
"11,325",East,Rwamagana,Musha,Nyabisindu,Rwamivu,51090506,Fill In,,,,,,,,,,,,,,,,,,
"11,326",East,Rwamagana,Musha,Nyabisindu,Umunini,51090507,SAS 2023,,,,,,,,,,,,,,,,,,
"11,327",East,Rwamagana,Musha,Nyakabanda,Bitsibo,51090601,SAS 2023,,,,,,,,,,,,,,,,,,
"11,328",East,Rwamagana,Musha,Nyakabanda,Ruhita,51090602,SAS,,,,,,,,,,,,,,,,,,
"11,329",East,Rwamagana,Musha,Nyakabanda,Rutoma,51090603,SAS 2023,,,,,,,,,,,,,,,,,,
"11,330",East,Rwamagana,Muyumbu,Akinyambo,Akubugingo,51100101,Fill In,,,,,,,,,,,,,,,,,,
"11,331",East,Rwamagana,Muyumbu,Akinyambo,Kampigika,51100102,GE,,,,,,,,,,,,,,,,,,
"11,332",East,Rwamagana,Muyumbu,Akinyambo,Rugarama,51100103,Fill In,,,,,,,,,,,,,,,,,,
"11,333",East,Rwamagana,Muyumbu,Akinyambo,Ryabaheshwa,51100104,SAS 2023,,,,,,,,,,,,,,,,,,
"11,334",East,Rwamagana,Muyumbu,Bujyujyu,Gatare,51100201,GE,,,,,,,,,,,,,,,,,,
"11,335",East,Rwamagana,Muyumbu,Bujyujyu,Gishaka,51100202,GE,,,,,,,,,,,,,,,,,,
"11,336",East,Rwamagana,Muyumbu,Bujyujyu,Kabeza,51100203,GE,,,,,,,,,,,,,,,,,,
"11,337",East,Rwamagana,Muyumbu,Bujyujyu,Kagona,51100204,SAS,,,,,,,,,,,,,,,,,,
"11,338",East,Rwamagana,Muyumbu,Bujyujyu,Karama,51100205,SAS,,,,,,,,,,,,,,,,,,
"11,339",East,Rwamagana,Muyumbu,Bujyujyu,Rebero,51100206,Fill In,,,,,,,,,,,,,,,,,,
"11,340",East,Rwamagana,Muyumbu,Bujyujyu,Rubaza,51100207,SAS 2023,,,,,,,,,,,,,,,,,,
"11,341",East,Rwamagana,Muyumbu,Bujyujyu,Rusave,51100208,SAS,,,,,,,,,,,,,,,,,,
"11,342",East,Rwamagana,Muyumbu,Bujyujyu,Yeruzalemu,51100209,GE,,,,,,,,,,,,,,,,,,
"11,343",East,Rwamagana,Muyumbu,Murehe,Bitega,51100301,SAS,,,,,,,,,,,,,,,,,,
"11,344",East,Rwamagana,Muyumbu,Murehe,Kajororo,51100302,GE,,,,,,,,,,,,,,,,,,
"11,345",East,Rwamagana,Muyumbu,Murehe,Kayigi,51100303,GE_Temporaly SAS,,,,,,,,,,,,,,,,,,
"11,346",East,Rwamagana,Muyumbu,Murehe,Miyove,51100304,SAS 2023,,,,,,,,,,,,,,,,,,
"11,347",East,Rwamagana,Muyumbu,Murehe,Murehe,51100305,GE,,,,,,,,,,,,,,,,,,
